Distance_(mm)	Gray_Value
38.9875	184.3587
39.0154	183.2283
39.0433	183.0649
39.0713	182.9022
39.0992	182.0161
39.1271	181.0353
39.1550	180.0489
39.1830	180.9375
39.2109	181.0000
39.2388	180.0829
39.2667	180.8967
39.2947	180.8272
39.3226	181.1304
39.3505	182.0799
39.3785	182.6739
39.4064	182.2162
39.4343	182.8554
39.4622	183.0000
39.4902	183.7880
39.5181	184.0000
39.5460	184.0000
39.5740	184.0570
39.6019	184.3913
39.6298	184.4591
39.6577	185.2283
39.6857	186.5961
39.7136	188.3587
39.7415	189.6549
39.7695	189.8261
39.7974	189.6630
39.8253	189.5000
39.8532	190.9652
39.8812	192.0000
39.9091	193.1621
39.9370	194.3912
39.9649	194.9456
39.9929	194.9149
40.0208	194.8314
40.0487	194.6857
40.0767	193.5461
40.1046	192.8696
40.1325	192.3705
40.1604	191.5380
40.1884	191.0000
40.2163	191.4348
40.2442	192.0229
40.2722	191.8269
40.3001	190.9402
40.3280	189.5652
40.3559	189.4022
40.3839	189.2391
40.4118	189.0761
40.4397	188.6739
40.4676	188.0000
40.4956	188.0000
40.5235	188.0000
40.5514	187.7283
40.5794	186.4837
40.6073	184.6569
40.6352	183.8217
40.6631	183.3913
40.6911	183.4414
40.7190	182.8635
40.7469	181.7874
40.7749	179.9130
40.8028	179.6178
40.8307	179.5448
40.8586	178.8126
40.8866	177.2382
40.9145	176.7636
40.9424	175.9420
40.9704	175.6036
40.9983	178.7065
41.0262	179.5299
41.0541	180.3533
41.0821	181.1630
41.1100	181.0000
